step,loss_total,loss_per_pos,grad_norm_total,grad_norm_per_pos,grad_ratio_per_pos,handle_ratio,dd_per_pos,cos_per_pos
296500,0.11146441847085953,"[0.0001593488414073363, 0.11314639449119568, 0.36977624893188477, 0.34203898906707764, 0.0558263398706913, 0.010766933672130108, 1.084057430489338e-06, 3.7252898543727042e-09]",31.786869049072266,"[0.040296126157045364, 28.40332794189453, 101.97503662109375, 150.1583251953125, 27.269569396972656, 6.111565113067627, 0.00039300875505432487, 1.876739247563819e-06]","[0.001267697239851984, 0.8935553828231948, 3.2080868506950355, 4.723910523037029, 0.8578878704560098, 0.19226697362463258, 1.2363871208819015e-05, 5.904133699567978e-08]","[252.86407470703125, 251.0316619873047, 275.77496337890625, 439.0093994140625, 488.4712829589844, 567.6229858398438, 359.2213134765625, 136.73585510253906]","[-0.15158763527870178, 323.8894348144531, 2790.087158203125, 4435.47216796875, 517.2554931640625, 16.686298370361328, 0.000806592870503664, 2.4764217414485756e-06]","[-0.11834576677860308, 0.3587399974752827, 0.8607482481548208, 0.9292716542279926, 0.5967316576022224, 0.08589340295296814, 0.06456607717895534, 0.041511929400789786]"
297000,0.08810180425643921,"[0.00037979648914188147, 0.13908600807189941, 0.23298725485801697, 0.2153264582157135, 0.08605612069368362, 0.030973058193922043, 5.761085503763752e-06, 0.0]",15.500848770141602,"[0.11689440160989761, 42.770103454589844, 41.11747360229492, 45.84465026855469, 41.07798385620117, 19.738218307495117, 0.0009591107373125851, 1.5849154877400906e-08]","[0.007541161348213693, 2.759210420591642, 2.6525949779922477, 2.9575574182016804, 2.650047391942004, 1.2733637106063327, 6.187472386415802e-05, 1.0224701313085659e-09]","[307.7735595703125, 307.5082702636719, 176.47947692871094, 212.90762329101562, 477.3394470214844, 637.2703857421875, 166.1924285888672, 1.5849155187606812]","[0.6171451807022095, 369.61456298828125, 351.91180419921875, 526.752197265625, 491.13232421875, 182.18121337890625, 0.001281266682781279, 5.631087596214002e-09]","[0.340594907814283, 0.5575108121367031, 0.552143460939503, 0.741245743761284, 0.7713188043578987, 0.5954429574459349, 0.08618174849328854, 0.022920848713525302]"
297500,0.12763868272304535,"[0.0007292871596291661, 0.24145205318927765, 0.3137555718421936, 0.2765771746635437, 0.08981352299451828, 0.09873627126216888, 4.555877603706904e-05, 1.8626450382086546e-09]",25.564952850341797,"[0.3165862262248993, 51.58747100830078, 55.755191802978516, 93.5101089477539, 34.44923400878906, 55.70664596557617, 0.0208542812615633, 6.97346763445239e-07]","[0.0123836029770212, 2.0178981479174163, 2.180922927156233, 3.657746192420758, 1.3475179950636398, 2.1790240057036283, 0.0008157371297981676, 2.7277451577068553e-08]","[434.0976867675781, 213.65512084960938, 177.70263671875, 338.0976867675781, 383.56396484375, 564.1963500976562, 457.64410400390625, 58.785099029541016]","[2.31846022605896, 763.5735473632812, 1089.8297119140625, 2001.87060546875, 549.2205200195312, 821.680419921875, 0.041594211012125015, -1.0749138823484827e-07]","[0.2864591096402232, 0.5789774387437012, 0.7645895070045026, 0.8373990108524618, 0.6236230935192949, 0.5769669429943122, 0.07801761468790595, -0.006029480377247095]"
298000,0.08662421256303787,"[0.0008759229676797986, 0.05886426568031311, 0.3083323538303375, 0.1807662695646286, 0.1427927166223526, 0.0013606410939246416, 1.5441246432601474e-06, 1.1175869119028903e-08]",18.02344512939453,"[0.4183310568332672, 17.690738677978516, 80.19573974609375, 46.7465934753418, 68.59331512451172, 0.9275280833244324, 0.0007973174215294421, 5.016096110921353e-06]","[0.023210382578356725, 0.981540352078782, 4.4495233386486195, 2.5936547169388016, 3.805782669853863, 0.05146230793644007, 4.4237792264759247e-05, 2.783095060300417e-07]","[477.58343505859375, 300.53436279296875, 260.0951232910156, 258.6023864746094, 480.36981201171875, 681.6795654296875, 513.0330810546875, 236.8779296875]","[-0.11332705616950989, 82.6775894165039, 1211.95361328125, 469.8038024902344, 834.5779418945312, -0.14303410053253174, -0.0003866354818455875, -6.837357204858563e-07]","[-0.015030578324607965, 0.2593009032927711, 0.8384880766975301, 0.5576076847715499, 0.6750676559316274, -0.008556077558419164, -0.026904978215990076, -0.007562834757468872]"
298500,0.1503528505563736,"[0.0004956689663231373, 0.1554623544216156, 0.8068935871124268, 0.1475343555212021, 0.09154132008552551, 0.0008907426963560283, 4.77016692457255e-06, 0.0]",22.722475051879883,"[0.14550523459911346, 28.686647415161133, 130.6796417236328, 38.95281219482422, 47.33121109008789, 0.58991938829422, 0.0011825442779809237, 6.388470552565195e-08]","[0.00640358210392558, 1.2624789927005693, 5.751118283781387, 1.7142856183530748, 2.083013007254774, 0.025961933589862807, 5.204293437580819e-05, 2.8115205486986166e-09]","[293.5473327636719, 184.5247039794922, 161.95399475097656, 264.02532958984375, 517.0474243164062, 662.2706298828125, 247.38555908203125, 6.388470649719238]","[0.3518546223640442, -20.001863479614258, 2760.960205078125, 678.012451171875, 707.3746337890625, 3.7905473709106445, -0.0008831456070765853, 4.3406448213545445e-08]","[0.10642140984038014, -0.030685628853383454, 0.9298150611748103, 0.7660254826984118, 0.6577278473233099, 0.2827832120855639, -0.03286693960472096, 0.0299021019647574]"
299000,0.16075943410396576,"[0.0004628560855053365, 0.3370607793331146, 0.6420988440513611, 0.2896520793437958, 0.016181785613298416, 0.0006155211012810469, 3.7420181797642726e-06, 0.0]",35.74979019165039,"[0.20653648674488068, 61.84114074707031, 156.38232421875, 115.58699798583984, 7.634982109069824, 0.3848387897014618, 0.0017874473705887794, 6.286837023194991e-11]","[0.005777278289960949, 1.7298322707782978, 4.3743564194475795, 3.2332217158811742, 0.21356718649646864, 0.010764784566241832, 4.999882127997076e-05, 1.7585661312953175e-12]","[446.2121887207031, 183.47178649902344, 243.54867553710938, 399.05462646484375, 471.8254089355469, 625.2142333984375, 476.3962707519531, 0.006286837160587311]","[1.7734315395355225, 1544.937255859375, 5045.66064453125, 3491.075439453125, 136.72955322265625, 4.198337554931641, 0.005367126315832138, 1.1279037426259464e-10]","[0.24018403984039607, 0.6988111996997395, 0.9025200878561548, 0.8448444431397901, 0.500934419824118, 0.3051581801878392, 0.08399144555836509, 0.05018412292424875]"
299500,0.13099613785743713,"[0.00028644772828556597, 0.3126741647720337, 0.4718836545944214, 0.19384974241256714, 0.0670374259352684, 0.0022359543945640326, 1.6800797766336473e-06, 1.8626450382086546e-09]",24.152320861816406,"[0.12426742166280746, 85.19436645507812, 59.28520584106445, 74.35005187988281, 29.174068450927734, 1.9821919202804565, 0.0007870204863138497, 7.00321038493712e-07]","[0.00514515447081808, 3.527378049608727, 2.454638052394847, 3.0783812580689283, 1.2079198772591024, 0.08207045325462703, 3.258570846324293e-05, 2.8996014192610532e-08]","[433.8071594238281, 272.4701232910156, 125.63521575927734, 383.5447082519531, 435.1907043457031, 886.5042724609375, 465.6706237792969, 59.035823822021484]","[1.3161327838897705, 1634.60498046875, 1092.6932373046875, 1454.164306640625, 465.869384765625, 18.027448654174805, 0.0011765578528866172, 5.165545644558733e-07]","[0.4385140876615413, 0.7944070150458726, 0.7631203825843199, 0.8097917256516556, 0.661162638157645, 0.3765561076079315, 0.061896826071081344, 0.030539376108634473]"
300000,0.07311509549617767,"[0.0001744783075992018, 0.0549657829105854, 0.256473183631897, 0.2583717107772827, 0.014800768345594406, 0.00013226235751062632, 2.5927843125828076e-06, 0.0]",10.144304275512695,"[0.06201343610882759, 12.568777084350586, 39.85821533203125, 48.8489875793457, 3.6263272762298584, 0.0557982474565506, 0.0006574692670255899, 6.535579188948759e-09]","[0.006113128552198659, 1.2389984313355347, 3.929122613982003, 4.815410328065782, 0.35747422176436866, 0.005500450887621916, 6.481166664259598e-05, 6.442609578189579e-10]","[355.40167236328125, 228.66542053222656, 155.40890502929688, 189.0647735595703, 245.00921630859375, 421.8435974121094, 252.602294921875, 0.6535578966140747]","[0.11561955511569977, 44.43110656738281, 334.5872802734375, 437.6138916015625, 6.556121349334717, -0.048733554780483246, 1.964378316188231e-05, 1.954189698949449e-09]","[0.1837905725947022, 0.3484751699068064, 0.8275024921041969, 0.8831068741161361, 0.17822052536665015, -0.08609645413751249, 0.002945285555014627, 0.029475445048379473]"
300500,0.08195418864488602,"[0.0003677732893265784, 0.11219115555286407, 0.37278875708580017, 0.12934723496437073, 0.040465984493494034, 0.0004635110090021044, 9.074581612367183e-06, 0.0]",15.288443565368652,"[0.23375697433948517, 54.705814361572266, 53.894229888916016, 42.684513092041016, 25.81272315979004, 0.4278728663921356, 0.004750241059809923, 4.2157948243470855e-09]","[0.01528978233395785, 3.578246152243499, 3.5251613192985256, 2.7919462769074728, 1.6883813613480552, 0.02798668579719601, 0.0003107079566012958, 2.757504258900948e-10]","[635.5834350585938, 487.61248779296875, 144.5704345703125, 329.9993896484375, 637.8867797851562, 923.0926513671875, 522.8904418945312, 0.4215794801712036]","[0.6925913691520691, 619.0870361328125, 605.0658569335938, 431.49188232421875, 211.93670654296875, 1.6120699644088745, 0.005869411863386631, 1.4899328437678605e-09]","[0.19379796994662032, 0.740209999995773, 0.7343398592987808, 0.6612094068433598, 0.5370430282867478, 0.2464369728504489, 0.08081940741821401, 0.023116599719916885]"
301000,0.12733036279678345,"[0.001344459829851985, 0.24426418542861938, 0.33066320419311523, 0.29594892263412476, 0.14587853848934174, 0.0005376623012125492, 5.9841440815944225e-06, 0.0]",23.01451873779297,"[1.0421768426895142, 71.57456970214844, 46.240081787109375, 61.13536834716797, 62.40302276611328, 0.1842523217201233, 0.003954603802412748, 5.992329743520486e-09]","[0.04528345148395904, 3.109974643293899, 2.009170051041601, 2.656382653215137, 2.7114632931097984, 0.00800591677885299, 0.0001718308276383269, 2.603717162975155e-10]","[775.158203125, 293.0211181640625, 139.84042358398438, 206.57406616210938, 427.7738037109375, 342.6851501464844, 659.7445678710938, 0.5992329716682434]","[6.846640110015869, 1229.2996826171875, 816.7380981445312, 1140.7965087890625, 1043.806396484375, -0.1404109001159668, -0.0023500537499785423, -6.898551174749912e-10]","[0.28545271857510857, 0.7462719635070308, 0.7674716170877164, 0.8108000233310927, 0.7267958336413624, -0.03311204142677504, -0.025820991706494618, -0.005002191214316125]"
301500,0.13467904925346375,"[0.00045113658416084945, 0.21226191520690918, 0.5654605627059937, 0.25359684228897095, 0.04511779919266701, 0.0005231447285041213, 2.0946768927387893e-05, 0.0]",20.61100959777832,"[0.14645667374134064, 65.01615142822266, 60.0251579284668, 74.19917297363281, 24.261964797973633, 0.5280209183692932, 0.01168883591890335, 1.0571341846343785e-07]","[0.007105749626021587, 3.1544379774210967, 2.912286156760461, 3.599977605251846, 1.1771361651584915, 0.02561839175632663, 0.0005671161261388817, 5.1289781784795634e-09]","[324.6321105957031, 306.301513671875, 106.1526870727539, 292.5871276855469, 537.7469482421875, 1009.3016357421875, 557.7593994140625, 10.571341514587402]","[1.0295546054840088, 1016.8414306640625, 892.306884765625, 1270.3046875, 220.26841735839844, -2.2683358192443848, 0.02675565332174301, 8.817707453090406e-08]","[0.3410679836528002, 0.7588094122376352, 0.7212430927052236, 0.8306337447689933, 0.44048081497285524, -0.2084284299644067, 0.11105676847688462, 0.040469356955346286]"
302000,0.1295182704925537,"[0.0003806457680184394, 0.2107354700565338, 0.48729193210601807, 0.15269067883491516, 0.1840468943119049, 0.0009640519856475294, 3.646501500043087e-05, 0.0]",21.212345123291016,"[0.11331021785736084, 47.97084426879883, 92.72091674804688, 23.586944580078125, 66.73878479003906, 0.27630284428596497, 0.02710151858627796, 2.3490088096878026e-08]","[0.005341711027176668, 2.2614587868517733, 4.371082792078464, 1.1119442213006339, 3.1462237862969857, 0.01302556802088734, 0.0012776295326498658, 1.1073781781480664e-09]","[297.67108154296875, 227.63534545898438, 190.2779541015625, 154.47532653808594, 362.61834716796875, 286.602783203125, 743.0159912109375, 2.349008798599243]","[0.43603312969207764, 696.1776123046875, 1632.16650390625, 145.0888671875, 1124.579345703125, 1.2262217998504639, 0.03471129387617111, 3.638222167978711e-08]","[0.1814102112761357, 0.6841542146522568, 0.8298470595126803, 0.2899837880926079, 0.7943705296293628, 0.2092160472885137, 0.06037935807913762, 0.07301563822922323]"
302500,0.10014872252941132,"[0.00277934642508626, 0.09104405343532562, 0.43839579820632935, 0.19033002853393555, 0.07804430276155472, 0.0005464105634018779, 4.986261046724394e-05, 0.0]",17.340328216552734,"[1.9261349439620972, 39.19538497924805, 112.30963134765625, 55.521400451660156, 21.122251510620117, 0.4660412073135376, 0.03426254168152809, 3.84383369578245e-09]","[0.11107834407214086, 2.2603600398885706, 6.476788094497986, 3.2018656024434717, 1.2180998679400563, 0.02687614683490615, 0.0019758877256326524, 2.216701810818784e-10]","[693.0147705078125, 430.51007080078125, 256.1831970214844, 291.711181640625, 270.64434814453125, 852.8983764648438, 687.0011596679688, 0.3843833804130554]","[1.8995285034179688, 357.2640380859375, 1677.913818359375, 314.5814208984375, 51.823875427246094, 1.9867403507232666, 0.026358064264059067, 4.034206302350185e-10]","[0.05687243080067494, 0.5256504671151195, 0.8615794572284229, 0.3267498103131421, 0.1414921557861615, 0.2458439245627084, 0.04436460530456094, 0.006052519543316383]"
303000,0.08549308031797409,"[0.0001769755908753723, 0.05558525025844574, 0.32521724700927734, 0.19599032402038574, 0.10677557438611984, 0.0001980406086659059, 1.2069889407939627e-06, 0.0]",12.820257186889648,"[0.04586724936962128, 17.421493530273438, 44.53324508666992, 53.47328567504883, 38.61678695678711, 0.08850158005952835, 0.00035907208803109825, 3.1952434031978783e-09]","[0.003577716788437474, 1.3589035911143141, 3.4736623795824357, 4.170999449974537, 3.0121694435488946, 0.0069032608916795, 2.8008181333389734e-05, 2.49233955030592e-10]","[259.1581115722656, 313.4193115234375, 136.933837890625, 272.8363342285156, 361.6631164550781, 446.8634338378906, 295.0495910644531, 0.319524347782135]","[0.0539197102189064, 46.26005935668945, 389.3399963378906, 535.6832275390625, 343.49078369140625, 0.043890804052352905, 6.271086749620736e-05, -3.9112343919178727e-10]","[0.09169551949430352, 0.20712096652897458, 0.6819427867444706, 0.7814018602352019, 0.6938126517666958, 0.03868350121444797, 0.013622738615281795, -0.00954801644940353]"
303500,0.09051840752363205,"[0.0011637541465461254, 0.13684722781181335, 0.30889368057250977, 0.24318857491016388, 0.028954163193702698, 0.005097640678286552, 2.210934098911821e-06, 1.4901154088420299e-08]",8.601770401000977,"[0.28275755047798157, 22.949508666992188, 49.68423080444336, 18.686058044433594, 11.129573822021484, 3.926154375076294, 0.0008608188363723457, 7.378246209555073e-06]","[0.03287201788658268, 2.667998283739541, 5.776047079640915, 2.1723502457423325, 1.293870134074533, 0.45643561639583086, 0.00010007461211382407, 8.577590269901271e-07]","[242.9680938720703, 167.70164489746094, 160.84573364257812, 76.83772277832031, 384.3858642578125, 770.1890258789062, 387.5931701660156, 296.3013610839844]","[0.38984420895576477, 126.11166381835938, 359.60528564453125, 60.27106857299805, 37.358497619628906, 8.187170028686523, 0.000117663417768199, 9.997437473430182e-07]","[0.16028357865902737, 0.6388428188098064, 0.841433211739197, 0.37497589607058074, 0.3902321278357007, 0.24242566282810638, 0.015890656922972375, 0.015752435392964132]"
304000,0.06666100025177002,"[0.0009526216890662909, 0.1627429574728012, 0.2774563729763031, 0.06898392736911774, 0.023055169731378555, 9.572743874741718e-05, 1.2274767868802883e-06, 0.0]",10.704445838928223,"[0.4205987751483917, 49.21173095703125, 42.881080627441406, 14.947888374328613, 12.144173622131348, 0.036660175770521164, 0.00033270337735302746, 2.8733682100323676e-09]","[0.039291970969559685, 4.597317011784568, 4.005913175953334, 1.3964187029625126, 1.1344981146027524, 0.003424761666521893, 3.108085951942555e-05, 2.684275536789546e-10]","[441.5124816894531, 302.3892822265625, 154.55072021484375, 216.6865234375, 526.7438354492188, 382.92413330078125, 268.85626220703125, 0.2873368263244629]","[1.5664538145065308, 426.82366943359375, 351.4771728515625, 74.36256408691406, 62.4321174621582, 0.01944429986178875, -0.00018460594583302736, 3.398656633901709e-10]","[0.347924812519464, 0.8102437039395969, 0.7657151044407037, 0.46474028616578117, 0.4802594377630533, 0.0495488498555642, -0.05183514122879186, 0.01104973387236839]"
304500,0.17280377447605133,"[0.0036727525293827057, 0.5106903910636902, 0.34951716661453247, 0.48421066999435425, 0.03364778310060501, 0.0006898937281221151, 1.493833451604587e-06, 0.0]",36.838375091552734,"[2.8122718334198, 154.82225036621094, 68.4228744506836, 130.070556640625, 9.965936660766602, 0.3738132417201996, 0.0004807045334018767, 5.070504904836071e-09]","[0.07634082193990882, 4.202743741585731, 1.8573803616645779, 3.530844026571926, 0.27053138570848234, 0.01014738681581852, 1.3049015658459518e-05, 1.3764192617710678e-10]","[765.7102661132812, 303.16265869140625, 195.76397705078125, 268.6239013671875, 296.1839294433594, 541.8339233398438, 319.65277099609375, 0.5070505142211914]","[38.378570556640625, 4966.0732421875, 1866.088623046875, 4029.6240234375, -44.820770263671875, 1.1846864223480225, -0.0006252102321013808, 2.9961240155529367e-09]","[0.370451222464499, 0.8707215218431088, 0.7403387554641008, 0.8409788283573909, -0.12208455584709446, 0.08602967138026897, -0.035305908678607535, 0.01604013846458036]"
